100,"{'52543': 13, '551143': 15, '552520': 15, '552543': 16, '1131120': 15, '1131143': 16, '1132520': 16}"
101,"{'201158': 14, '201159': 14, '205158': 16, '101158': 13, '101159': 13, '1011121': 14}"
102,{}
103,{}
104,"{'1159': 10, '11521': 11, '10359': 13, '103521': 14}"
105,"{'8410625': 18, '4210625': 17, '4210653': 18, '4226102': 17, '422625': 15, '10106102': 17, '1010625': 15, '1010653': 16, '10106109': 17, '1026102': 15, '102625': 13, '102653': 14}"
106,"{'10412242': 19, '1046142': 18, '10412542': 19, '5212242': 18, '526142': 17, '5212542': 18, '2612242': 17, '266142': 16, '266110': 14, '2612542': 17, '2612510': 15, '612210': 13, '66110': 12, '66111': 12, '612510': 13, '612511': 13}"
107,"{'404859': 17, '402413': 14, '402459': 16, '401213': 13, '202459': 15, '2012108': 15, '201254': 14, '201213': 12, '1048108': 16, '104854': 15, '104813': 13, '104859': 15, '1024108': 15, '102454': 14, '102413': 12, '102459': 14, '1012108': 14, '101254': 13, '101213': 11}"
108,{}
109,"{'56446': 14, '56497': 15, '561192': 16, '561146': 15, '28446': 13, '28447': 13, '28497': 14, '281192': 15, '281146': 14, '29492': 14, '29446': 13, '29447': 13, '29497': 14, '291192': 15, '291146': 14, '61492': 15, '61446': 14, '61447': 14, '611192': 16, '611146': 15, '125492': 16, '125446': 15, '125447': 15, '1251192': 17, '1251146': 16}"
110,"{'50564': 14, '50284': 13, '50294': 13, '501234': 15, '12564': 12, '12284': 11, '12294': 11, '121234': 13, '13564': 12, '13284': 11, '13294': 11, '131234': 13, '29564': 13, '29284': 12, '29294': 12, '291234': 14, '123564': 15, '123284': 14, '123294': 14, '1231234': 16}"
111,"{'6112346': 18, '1252946': 17, '12512346': 19}"
112,{}
113,"{'54284': 13, '54144': 12, '13284': 11, '13144': 10, '131411': 11, '59284': 13, '59144': 12, '591411': 13, '121284': 14, '121144': 13, '1211411': 14}"
